1459947871375501	122	1998848	0	121	1982464	0	0
1459947871376344	123	2000128	1180	122	1983744	1180	0
1459947871377359	124	2002588	3354	122	1984924	2174	0
1459947871378266	120	1999735	5720	120	1983451	3361	0
1459947871379275	125	2003505	8749	123	1985933	5386	0
1459947871380294	127	2009541	13629	125	1990781	9435	0
1459947871381354	123	2009985	12973	122	1991411	9278	0
1459947871382352	126	2014234	15876	122	1991992	9088	0
1459947871383291	124	2015591	15886	121	1991247	9064	0
1459947871384172	121	2013002	17029	116	1984160	14887	0
1459947871385094	122	2011896	16717	120	1982747	15025	0
1459947871386051	115	2001916	24609	112	1971204	24491	0
1459947871387051	119	1997836	26446	117	1966963	26485	0
1459947871387992	123	1999195	25631	121	1968174	25531	0
1459947871388946	122	1999167	23652	122	1970570	25745	0
1459947871390001	128	2006822	28861	125	1976619	29309	0
1459947871391013	125	2010039	29571	124	1980915	30980	0
1459947871391982	130	2019404	35894	127	1988716	35750	0
1459947871392866	121	2016518	35749	121	1988227	33407	0
1459947871393558	107	1995937	51928	108	1971136	46552	0
1459947871394421	119	1992324	51201	118	1968181	45639	0
1459947871395245	115	1983873	54990	113	1959056	50484	0
1459947871396036	116	1977362	56694	114	1951924	53113	0
1459947871396780	114	1968800	60156	112	1942789	57383	0
1459947871397553	116	1963467	60371	114	1936928	58301	0
1459947871398420	121	1964951	57022	119	1937925	54665	0
1459947871399384	123	1968879	56188	120	1940124	52421	0
1459947871400355	123	1972500	55136	121	1943431	51374	0
1459947871401471	130	1984798	62165	128	1955440	58431	0
1459947871402320	115	1976935	64556	114	1948591	60179	0
1459947871403245	118	1973526	62653	117	1946117	57757	0
1459947871404166	122	1975504	59581	120	1947676	54681	0
1459947871405148	125	1981167	60147	122	1951673	54094	0
1459947871405887	99	1953108	81314	98	1924638	74789	0
1459947871406773	123	1957961	79435	120	1927875	71930	0
1459947871407975	127	1967555	82073	126	1938539	76141	0
1459947871408889	118	1964879	78127	117	1936850	71748	0
1459947871409901	125	1971372	78009	123	1942973	71787	0
1459947871410934	127	1979918	79792	122	1947338	70202	0
1459947871411812	124	1983956	77281	120	1948802	66066	0
1459947871412680	125	1988959	75855	122	1952711	64508	0
1459947871413551	123	1991011	71820	121	1955035	61610	0
1459947871414375	119	1987783	69184	116	1950777	60720	0
1459947871415172	118	1983527	67702	115	1945572	60773	0
1459947871416060	115	1975763	69568	112	1936934	63987	0
1459947871417012	125	1981406	69335	123	1943051	64627	0
1459947871417980	124	1985328	67534	123	1948690	64776	0
1459947871418876	120	1983824	63643	118	1947488	60822	0
1459947871419895	133	1999077	72732	129	1960460	68029	0
1459947871421156	136	2016979	83552	132	1976259	77278	0
1459947871422224	125	2019402	79258	124	1980583	75226	0
1459947871423138	123	2019076	73365	122	1982009	70663	0
1459947871424197	126	2022615	70896	125	1987164	69894	0
1459947871425176	124	2023318	66005	122	1988076	65274	0
1459947871426123	123	2022686	61430	121	1987637	60578	0
1459947871427157	123	2022103	57166	118	1983392	59757	0
1459947871427930	101	1993406	79153	100	1956439	79934	0
1459947871428607	100	1965671	98537	98	1929032	98954	0
1459947871429447	123	1969542	94407	121	1933206	95071	0
1459947871430296	122	1971831	89141	121	1937054	91190	0
1459947871431015	117	1967541	86130	113	1930361	90234	0
1459947871431910	121	1968706	80475	117	1929311	84151	0
1459947871432737	120	1968500	74376	118	1929623	77864	0
1459947871433688	122	1970870	70750	120	1932471	74405	0
1459947871434688	126	1978175	71957	125	1941496	76912	0
1459947871435711	126	1984910	72543	124	1948536	77393	0
1459947871436631	123	1987278	69058	121	1951186	73789	0
1459947871437517	124	1990741	66855	123	1956189	72636	0
1459947871438554	129	2000334	70474	127	1965921	75933	0
1459947871439396	127	2006617	70761	126	1973613	77091	0
1459947871440296	126	2011130	69392	123	1976864	74065	0
