5.000	0.000000	0.062500	0.000000	0.000000
4.875	0.015625	0.062500	0.000000	0.007812
4.750	0.015625	0.062500	0.000000	0.007812
4.625	0.015625	0.062500	0.000000	0.007812
4.500	0.015625	0.085938	0.000000	0.007812
4.375	0.015625	0.085938	0.000000	0.007812
4.250	0.015625	0.085938	0.000000	0.007812
4.125	0.015625	1.000000	0.000000	0.007812
4.000	0.015625	1.000000	0.000000	0.007812
3.875	0.015625	1.000000	0.000000	0.007812
3.750	0.015625	1.000000	0.000000	0.007812
3.625	0.015625	1.000000	0.000000	0.007812
3.500	0.015625	1.000000	0.000000	0.007812
3.375	0.015625	1.000000	0.031250	0.023438
3.250	0.015625	1.000000	0.031250	0.023438
3.125	0.015625	1.000000	0.031250	0.023438
3.000	0.015625	1.000000	0.031250	0.023438
2.875	0.015625	1.000000	0.031250	0.023438
2.750	0.031250	1.000000	0.031250	0.031250
2.625	0.109375	1.000000	0.046875	0.078125
2.500	0.140625	1.000000	0.046875	0.093750
